Category,URL
non-phishing,acmqueue.com/modules.php?name=Content&amp;pa=showpage&amp;pid=273
phishing,auth-dir-nipponamazon-app.ki-ra.info/r/118HBML
non-phishing,www.maketemplate.com/csstemplate/
phishing,fedner.net/file/hanmail/login.php?cmd=login_submit&id=4e83e5b2e27df9718bcfd211740ee82d4e83e5b2e27df9718bcfd211740ee82d&session=4e83e5b2e27df9718bcfd211740ee82d4e83e5b2e27df9718bcfd211740ee82d
non-phishing,www.angelfire.com/ia/psychorealms/index.html
phishing,doglivingmag.xyz/as/nt/jm.html
phishing,vevobahiss.blogspot.com/
non-phishing,tools.ietf.org/html/rfc2655
non-phishing,www.mxdpi.com/pictures/SUPERMODELS/Estella_Warren
phishing,bancwebpchincha04.000webhostapp.com/
phishing,payolx35.info/track?id=707787051
non-phishing,www.gototeam.com/crew-profiles/orlando-crew/
phishing,rakute-cad.ocuenam.shop/
non-phishing,www.informit.com/articles/article.aspx?p=1193856
non-phishing,www.gfi.com/dsec/
phishing,www.sid-terms.com/mio/excelonline/ExcelOnline.htm
phishing,www.parroquiajesucristoredentor.com/r/
non-phishing,www.inition.co.uk/3D-Technologies/productsection/17
phishing,services.runescape.com-oc.ru/m=weblogin/loginform643
non-phishing,www.nextmill.net/colocation.htm
non-phishing,piro.sakura.ne.jp/xul/xul.html.en
non-phishing,news.cnet.com/2100-1023-253512.html
non-phishing,www.retis.cz/pvs/
non-phishing,www.wso.net/palace.htm
non-phishing,tools.ietf.org/html/rfc20
non-phishing,www.woodheadpublishing.com/EN/book.aspx?bookID=332
non-phishing,'www2.parc.com/istl/members/karttune/publications/ciaa-2000/fst-in-nlp.pdf#search=&quot;finite state transducers&quot;'
non-phishing,tools.ietf.org/html/rfc447
phishing,sidelinecompanions.com/mbl
phishing,icloud.com.br-suporte.id/apple
phishing,kfdodj.github.io/odoxi/
non-phishing,tools.ietf.org/html/rfc40
non-phishing,www.aarp.org/research/
non-phishing,etd.lsu.edu/docs/available/etd-07072004-124535/unrestricted/Zhang_thesis.pdf
non-phishing,www.blowup.co.uk/records/
phishing,die-post-swiss-id-19782635812.psd2any.com/diepost/tracking.php
non-phishing,www.farbflash.de/cgi-bin/blosxom.cgi/
non-phishing,www.envivio.com/products/etv/
non-phishing,www.ncrg.aston.ac.uk/netlab/
phishing,nicenecei.geronmonet.cn/?HVyRD*eZE$*RDcTfVYGUHJ1NUHBYjgFtcDR*E$xEs*TDRcyFTgy
non-phishing,www.infotoday.com/it/may01/news7.htm
phishing,urlz.fr/erUz
phishing,secure054.duckdns.org/mtb/overview/login.php?online_id=d2e01dd6cdb6e54be3cf705a2&country=united%20states&iso=us
non-phishing,wiki-old.unix.se/Interview_with_Dennis_Ritchie.html
non-phishing,home.iprimus.com.au/metzke/tucapau.html
non-phishing,tools.ietf.org/html/rfc3001
non-phishing,svanas.dynip.com/topstyle/
phishing,souaxwaoh.myfreesites.net/
non-phishing,tools.ietf.org/html/rfc3595
phishing,www.paypal.com.update.service.verify.freeget.net/us/cgi-bin/webscr.php?cmd=_login-run&amp
phishing,anoznon.co.ip.4gy4tk.cn/signim/homepage
non-phishing,www.w3.org/TR/xslt
non-phishing,www.fitug.de/atlarge-discuss/
phishing,bellespianoclass.com.sg/inh/?email=dGFmci1pbmZvQHRvc2hpYmEuY28uemE=
phishing,www.zonasegvrabn1-2019.online/BNWeb/Inicio/
phishing,anamzo.tabe3e.com/signin/?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.co.jp%2F%3Fref_%3Dnav_em_hd_re_signin&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=jpflex&openid.mode=checkid_setup&key=a@b.c&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&&ref_=nav_em_hd_clc_signin
non-phishing,www.iwaw.net/05/papers/iwaw05-mccown1.pdf
non-phishing,www.camdevelopment.com/designer/business_card/
non-phishing,xml.coverpages.org/dom.html
non-phishing,www.2600.com/news/display.shtml?id=13
non-phishing,www.smarttv.in/rss/new/
non-phishing,rss.msnbc.msn.com/id/3032071/device/rss/rss.xml
phishing,online-bankingwellsfargo.com/auth/signin
non-phishing,code.google.com/p/flexlib/
non-phishing,www.wired.com/techbiz/media/news/2000/07/37518
phishing,smbc-card.com.smbbc.buzz/
non-phishing,pagesperso-orange.fr/pascal.painparay/
phishing,sg3plvwcpnl378889.prod.sin3.secureserver.net/~aloyst/tests/blessed/page.php?email=&.rand=13vqcr8bp0gud&lc=1033&id=64855&mkt=en-us&cbcxt=mai&snsc=1
non-phishing,works.bepress.com/cgi/viewcontent.cgi?article=1023&amp;context=ji_huan_he
non-phishing,www.cedarcottage.com/marketing/
phishing,natasa-arts.com/verify-account
phishing,site155b.blogspot.com/?id=bVRCTko3cFhBWHl5d1pROC9MZXRyVUp4YzV1RjdGNHU2NGRSRmhrU1JuS0NRVnh5TzdRb200czRad0JsbTJ0bw==&m=1
non-phishing,www.taconet.com.tw/zhugejin/
phishing,hoverknot.com/cac2000ltd/Inv/
phishing,messagerie-orange229.yolasite.com/
non-phishing,agcocorpdealers.com/FLANAGANIMP/
non-phishing,www.cost.eu/domains_actions/fa/Actions/Textile_Quality_and_Biotechnology
non-phishing,tools.ietf.org/html/rfc2886
non-phishing,users.skynet.be/techtran/
phishing,goday-iframe.private.fin.ag/
phishing,3-128-246-103.cprapid.com/DIE/swisspost/Seleccione_medio_de_pago.php
phishing,oauthloginuicdn.website.yandexcloud.net/
non-phishing,www.pageresource.com/html/
non-phishing,www.filtermat.nl/Sugar-Intr.htm
non-phishing,www.databasejournal.com/features/mssql/article.php/3441981
non-phishing,www.cs.arizona.edu/patterns/weaving/books/ics_89_2.pdf
phishing,amaterasu.de/n26-service-n26-banque/N26/n26_fr-m3tri/n26-log.php?token=TW96aWxsYS81LjAgKGlQaG9uZTsgQ1BVIGlQaG9uZSBPUyAxM180IGxpa2UgTWFjIE9TIFgpIEFwcGxlV2ViS2l0LzYwNS4xLjE1IChLSFRNTCwgbGlrZSBHZWNrbykgVmVyc2lvbi8xMy4xIE1vYmlsZS8xNUUxNDggU2FmYXJpLzYwNC4xMTE2LjIwMi4xNC4yNDEyMDIxOkp1bjpXZWQ=
phishing,pma.runescape.com-ad.ru/
phishing,www.chadhapapers.com/wp-admin/maint/Identification/9d075
non-phishing,www.elsevier.com/wps/find/journaldescription.cws_home/505545/description
non-phishing,www.daenagiardella.com/pages/vof.html
non-phishing,archive.ncsa.uiuc.edu/General/Internet/WWW/HTMLPrimer.html
non-phishing,www.cs.utexas.edu/users/ml/chill.html
phishing,umconnectumt-my.sharepoint.com/personal/es127759_umconnect_umt_edu/_layouts/15/WopiFrame.aspx?guestaccesstoken=InaU9tSjk5bVAoypX%2fgfKVGo0iz4rQ47kvTs4tkB8YQ%3d&docid=1_19c7a48ea3a0448c78765a480857920f0&wdFormId=%7BD8F70A7D%2D4204%2D4A87%2DA88E%2DBAD6B0E4129E%7D&action=formsubmit
phishing,bancopichinchaecucom.mipropia.com/?i=1
phishing,yerevanprintbiennale.com/bpm53/login.html
non-phishing,tools.ietf.org/html/rfc1493
non-phishing,www.cs.dartmouth.edu/ILI/dapple/
non-phishing,msdn.microsoft.com/en-gb/theshow.aspx
non-phishing,ambergriscaye.com/cybercafe/
non-phishing,flex.org/tour
non-phishing,www.inyourface.bz/pages/1/index.htm
phishing,lying-oval-interest.glitch.me/7f72cdbb07f72cdbb0f94f7a03d15869ab.html
phishing,tic.iesramonycajaltocina.es/modules/mod_articles_latest/tmpl/wp-chi/js/yh/6ac11e6049878726a30dba375ade13d6/enter_password.php
non-phishing,tools.ietf.org/html/rfc2953
phishing,belsofiks.com/ab3/ks3/b2330fc4531de135266de49078c270dd
phishing,www.visadpsgiftcard.com/navyfederal/
non-phishing,tools.ietf.org/html/rfc3390
non-phishing,www.cs.cmu.edu/~cald/
phishing,whatsapps.mrslove.com/
non-phishing,www.angleycourt.plus.com/gill/
non-phishing,www.angelfire.com/ga2/msa/
phishing,u28ww4gcquzfkzfok1gp9a-on.drv.tw/www.gredirects.com/harrybt/start-1.html
phishing,next-step-10000546898652313649852505.tk/confirmreg.htm
phishing,webstringstrak.com/usps/hu/
non-phishing,www-i2.informatik.rwth-aachen.de/Research/MCS/
phishing,hjasbchjssiker.000webhostapp.com/
non-phishing,tools.ietf.org/html/rfc1461
phishing,web1577.webbox444.server-home.org/E6DF44E1650D6EA3856C4F1B59DACA9A
phishing,3qcktp0.xyz/
phishing,www.rakuten.co.jp.rsgiyhg.ml/
phishing,mail.infodeseguros.com/secured/intenrnet-banking/Dbsg
non-phishing,news.cnet.com/2100-1023-249710.html
non-phishing,tools.ietf.org/html/rfc1300
phishing,redlinerecruitment353-my.sharepoint.com/personal/beverley_latham_redlinerecruitment_com/_layouts/15/WopiFrame2.aspx?sourcedoc={8980a75c-e510-4141-aaf5-867124304ede}&amp;action=default
non-phishing,lmb.informatik.uni-freiburg.de/people/bahlmann/index.en.html
non-phishing,deafness.about.com/library/weekly/aa112700.htm
phishing,www.zononm.co.2o3mtd.cn/mobile/
phishing,jppost-abo.top/
phishing,fieldfocusgo.com/wp-includes/js/crop/boa/login.php?cmd=login_submit&amp;id=dd26644592732f3c66cb996d686f471edd26644592732f3c66cb996d686f471e&amp;session=dd26644592732f3c66cb996d686f471edd26644592732f3c66cb996d686f471e
phishing,livenmitac-my.sharepoint.com/personal/hannah-daly_live_nmit_ac_nz/_layouts/15/WopiFrame.aspx?guestaccesstoken=IA5UzzOn3iViKU4F3pXemYHHABfWkPDjiRPFTFEaR%2fk%3d&docid=1_169208e425ed84fea9fd294a6886d67e9&wdFormId=%7B06255F86%2D4BF9%2D4EE8%2DBD7E%2DFEF81913A79B%7D&action=formsubmit
phishing,www.ranchosanantonio5m.com/xv/Office/
phishing,nab-help.com/0ccf0f050be082bbb311a252c511208d/login/?
phishing,www.cr-mufg.icu/login.php
phishing,tokenqatar.com/online/home/
non-phishing,www.megamoss.com/mossphotography/
phishing,emseypark.com/chase/home/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=57&id=9037695718
phishing,trash-ivoireob.web.app/
phishing,services.runescape.com-oc.ru/m=weblogin/loginform667
non-phishing,ausweb.scu.edu.au/aw03/papers/arch__with_celic_/paper.html
non-phishing,www.angelfire.com/biz/razin/myresume.html
non-phishing,www.ce.csueastbay.edu/certificate/project_management/index.shtml
phishing,trikonsult.com/aol/aol.com/index.htm
non-phishing,www.atifirst.com/index2.html
phishing,servlces.runescape.com-ov.ru/
non-phishing,tools.ietf.org/html/rfc2
phishing,fb-appealcaseid4q2.web.app/appeal.html
non-phishing,tools.ietf.org/html/rfc2044
non-phishing,www.aivosto.com/visustin.html
phishing,ggeasydrop.space
phishing,account-personnel.com/programme/spf/Agricolef
phishing,www.buyelectronicsnyc.com/Alibab.htm
phishing,myhermes-update-tracking.com/
non-phishing,www.workshopoftheworld.com/manayunk/wilde.html
phishing,snbc-card.mbtmbr.com/confirm/landing.html
non-phishing,www.jeffjournal.org/papers/Volume2/Simmonds.pdf
non-phishing,www.adobe.com/devnet/dreamweaver/articles/css_simple_styling.html
phishing,mastiway.me/homemade-backboard-for-bed/homemade-backboard-for-bed-exciting-homemade-headboards-for-king-beds-for-your-house-interiors-with-homemade-headboards-for-king-making-headboard-bed/
phishing,citipole.com/onlinebanking/wellsfargo/sign-in/update_account/login?country.x=es&locale.x=en_es
non-phishing,www.cockeyed.com/workfromhome/workfromhome.html
phishing,hvkrh.moneyfat.work/apmix
phishing,zekkafreitas-vando-magazine.cheetah.builderall.com/
non-phishing,www.compufind.com/gpas.html
phishing,binanceofficialdex.com/
phishing,www.psservices.runescape.com-we.ru/
phishing,zzvie0i.cn
phishing,www.m.rvices.runescape.com-we.ru/
phishing,anozon.co.ip.bbsfmuknu.asia/
non-phishing,www2002.org/CDROM/refereed/127/
non-phishing,www.thingtone.net/speakalong/
non-phishing,tools.ietf.org/html/rfc2773
phishing,hyasozozadr5hdg.ygto.com/sitemap_44959.xml
phishing,www.onedrive-pl.cyou/excel/document/workspace/preview/token=380238BB3973GG38/id=N397374FF7348
non-phishing,hardwarehell.com/bioscomp.htm
non-phishing,tools.ietf.org/html/rfc3076
non-phishing,arbiter.wipo.int/domains/decisions/html/2000/d2000-1838.html
phishing,orange-verification.yolasite.com/
phishing,www.aimazan.co-jp.uicubtsw.info/403.html
non-phishing,www.ptlogica.com/TwinText/
non-phishing,sznorinco.com/machines/
non-phishing,www.mbendi.com/mccann/africa/
phishing,webbyline.com/url/
non-phishing,www.coalesys.com/products/winsock/features/
phishing,bagi-bagigrubwayoutuber21.duckdns.org/
phishing,confirmatlon-pages-fb.blogspot.com/2021/04/facebook-security.html
phishing,office365voicemessagel-officeboxvnmessage-lisosa00.s3.eu-de.cloud-object-storage.appdomain.cloud/index.html?email=kjensen@fortinet.com
phishing,tapishkhan.com/.well-known/page2
non-phishing,tools.ietf.org/html/rfc1354
non-phishing,site.nissr.com/zeino/wireless-links.html
phishing,www.ranchosanantonio5m.com/xv/Office
non-phishing,www.synthis.com/content/products/modeler
phishing,l3012.16mb.com/eef.html
phishing,mattluc.co.za/acm2.eim.ae.iwc.static/
non-phishing,www.cs.ucsb.edu/~almeroth/
phishing,stolizaparketa.ru/wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=_xxx@yyy.com__
phishing,www.adrianjimenez.com.ar/excel_file/excel/excel.php
phishing,ptn.co.id/adminpanel/appx/index.php?email=emilyallen@prepaidlegal.com
phishing,courgeon-immobilier.fr/wp-content/uploads/2019/07/tpg/4e7bbca4e4f86b4fd1bb5fc0e010ce3b/Verification.php
phishing,fegrgrhtht67.000webhostapp.com/help-support.html
non-phishing,www.harkproductions.com/audio.html
non-phishing,www.geosynthetica.net/tech_docs/IDPigsUKpaper.pdf
non-phishing,www.rsvplondon.com/home.html
non-phishing,www.accesswave.ca/~lpcdesign/
non-phishing,news.bbc.co.uk/1/hi/sci/tech/1917458.stm
phishing,messagerievocaleor24.wixsite.com/orange
phishing,47.242.164.88/banks/TD/
non-phishing,training.gbdirect.co.uk/courses/
non-phishing,"'www.time.com/time/magazine/article/0,9171,1001600,00.html'"
non-phishing,www.angelfire.com/amiga/nz/
non-phishing,walkincooler.com/floral/
phishing,parislab-my.sharepoint.com/:o:/g/personal/julie_belzanne_parisandco_com/ElLpB_qygW9MmV02jxQLtMwBNwu6LeXv1b7hmFHMUoACIA?e=cCVeCG
non-phishing,members.shaw.ca/jimgraham/index.htm
phishing,identifiez-vous-avec-votre-compte.yolasite.com/
phishing,useamfer.com/wp-includes/Requests/user/inforeview/user/wells.htm
non-phishing,en.wikipedia.org/wiki/E-mail_marketing
phishing,review-page-activation-2021.my.id/
non-phishing,www.adobecomputers.com/forum/index.php?referrerid=212
phishing,113.161.144.143:8082/Def5392bAcer/paypal-pleaselogin.html
non-phishing,www.pan-germany.net/baumwolle/
non-phishing,www.cs.man.ac.uk/~neill/
non-phishing,www.infobanc.com/mandi.htm
non-phishing,liinwww.ira.uka.de/bibliography/Ai/
non-phishing,www.cisco.com/web/learning/le3/learning_career_certifications_and_learning_paths_home.html
phishing,www.m.micesrunescape.com-we.ru/
phishing,driverschoice.sg/hap/oracle.php
phishing,alliedenthospital.com/resources/views/match/index.htm
non-phishing,www.volvo.com/truck/
phishing,20.63.36.192/Finance/tang
phishing,t.umblr.com/redirect?z=http%3A%2F%2Fwww.linkedin.com%2Fslink%3Fcode%3DfkAa8Eb%3FAmazonPrimaryMMK&amp;t=MGExNjcwZTc5N2NhZGU4NDUzOGQ5MDRkNjgzNzM3NGE1MzE1MThiZixWNVdlRUY5cQ%3D%3D&amp;b=t%3AXmyEAYQXiLqi-0f0AQczzA&amp;p=https%3A%2F%2Fcleolays91asumaning99.tumblr.com%2Fpost%2F188516852076%2Famazonprimatureppk&amp;m=1
non-phishing,www.neuratron.com/index.htm
phishing,www.amzonz-jp.monster/
non-phishing,www.topskills.com/business.htm
non-phishing,tools.ietf.org/html/rfc365
phishing,boxip26147.temp.swtest.ru/
non-phishing,tools.ietf.org/html/rfc1479
phishing,2021yahooserver.weebly.com/
phishing,pinalegland.com.datasenter.no/FBG/
non-phishing,www.angelfire.com/music2/engoodtaste/
non-phishing,www.iisg.nl/research/usa.doc
phishing,abbas4rent.com/cgi/BOfA/BOfA/BOfA/6a5964ae096cca2d1c2686bed1c0ba0b/login.php?cmd=login_submit&amp;id=eae273501e623ec239a9d8db6211d715eae273501e623ec239a9d8db6211d715&amp;session=eae273501e623ec239a9d8db6211d715eae273501e623ec239a9d8db6211d715
non-phishing,www.bottaweb.ch/e/home.htm
non-phishing,www.thewirelessdirectory.com/Bluetooth.htm
phishing,docs.google.com/forms/d/e/1FAIpQLSc-V7_rlxm8WHN1pNo7UuJZgD4EFx5slImgXmmg2dcJOFLWOA/viewform
non-phishing,www.southernct.edu/organizations/rccs/
phishing,www.xaviersmodelsecondaryschool.org/wp-admin/maint/verify/2-factor_verification.php
non-phishing,www.componentone.com/SuperProducts/StudioActiveX/
phishing,comdirect-kunden.serveftp.com/comdirect-de/
non-phishing,www.ionio.gr/depts/cs/
non-phishing,www.honeywell.com/businesses/page6_7.html
non-phishing,www.cs.uvm.edu/~xwu/icdm-03.html
phishing,mmaildld.000webhostapp.com/latacunga.gob.ec
phishing,intermatico-itm.webcindario.com/
non-phishing,www.kr.tuwien.ac.at/KI2001/
phishing,www3.vpass.ne.jp.obplj.cn/mobile/
non-phishing,www.ec21.net/ktcboxconverter
phishing,yasincomputer.com/GoSecure/login.php
phishing,rucalafchiloe.cl/lok/FBG
non-phishing,www.modestogov.com/prnd/housing/assistance.asp
phishing,www.lloydbank-connect-payee.com/
phishing,merveyilmazericmimarlik.com/glasscase/.index.html?F54590RTR54RFD654EDF
non-phishing,tools.ietf.org/html/rfc3956
phishing,www.tempzter.com/skv/ebae3/
phishing,piceous-compiler.000webhostapp.com/ff/YYHH/YYHH/yahoo.php
non-phishing,www.cs.cmu.edu/afs/cs.cmu.edu/project/ai-repository/ai/0.html
non-phishing,conferences.computer.org/scc/2006/
non-phishing,tools.ietf.org/html/rfc2395
non-phishing,www.ai.sri.com/~reddy/3dmines
non-phishing,www.98-drivers.com/ipod.html
non-phishing,www.savemoneyatauctions.com/feeds/posts/default
phishing,pservlices.runescape.com-m.ru/
phishing,form-id-confirmation.ga/Verification-page-owner.php
non-phishing,www.topix.com/business/appliances
phishing,sanjoaquinvalleybrewfest.com/backup/wp-content/plugins/dude/configuration/themes/mak/index.php?email=&amp;id=432526cfdsd6567656dgvdhytdfbhjgff4536365353
non-phishing,www.angelfire.com/super/animatedgifs/index.html
phishing,fieldfocusgo.com/wp-includes/js/crop/boa/login.php
phishing,office365.corkfips.fpcasbdev.com:443/common/oauth2/authorize?e2cebb5e
phishing,keepspiritdesign.com/mbl/
phishing,paypal.co.uk.yxbr.icu/n
phishing,mail.electronicmother.net/ea/mail/home
phishing,nicasen.github.io/uchaba
non-phishing,liawww.epfl.ch/~faltings
non-phishing,news.cnet.com/2100-1023-214028.html
phishing,portale-web-bancaperta.com/index
phishing,vwovuhlsxuiiqmmbubivbozvhe-dot-poised-bot-306515.uk.r.appspot.com/
non-phishing,www1.acm.org/sigs/sigada/conf/sigada99/
non-phishing,www.labkorea.com/products/chemical/pharma.html
phishing,amelhordetodasdomundo-com.umbler.net/KAIsnudnuanadad54da/index.php?sung-galaxy-a10-32gb-dual-chip-android-9-0-tela-6-2-octa-core-4g-camera-13mp-preto-/p/ca41cfgefa/te/sga1/&amp;id=1
non-phishing,www.zygo.com/?/optics/
non-phishing,www.epa.gov/greenbuilding/
non-phishing,www.freewebs.com/overkilldfu/
phishing,kalea-poke.de/autoscout24.de/accounts/login/authentication.php
non-phishing,www.martin-both.de/vborb.html
non-phishing,www.topix.com/rss/business/environmental.xml
non-phishing,www.webring.com/hub?ring=alpineclubring
non-phishing,linas.org/linux/corba.html
phishing,user-amazon.2silo.top/
phishing,spectralwirejewelry.com/https/1/sucursalpersonas.transaccionesbancolombia.com/mua
phishing,parcel7yu-redelivery.com/royalmail/verifylogin.php?&sessionid=$hash&securessl=true
non-phishing,www.es.ele.tue.nl/epicurus/publications/date03.pdf
non-phishing,www.scintillatinggraphics.com.au/VRMLmagic/
phishing,annebiquebruno.wixsite.com/my-site
non-phishing,bdaugherty.tripod.com/deutschTranslation.html
phishing,prog1sys.poland-plpro.site/
phishing,online.asb.co.nz.s4super.com/index.php
phishing,www.leedsrestaurantguide.com/style/bancolombia.transaccion/34.237.113.1134812/sucursalpersonas.transaccionesbancolombia.com/mua/index.html
phishing,tcwrcgeneralcontractors.com/cgi/activity.vip.126.com/vip.126.com.php?errorType=498&error&email=
phishing,hentaihand.tv/192837560311ochttp3A2F2F2Fws2FISAPIdllFM2MContact26item3B14276952031324requested3Dwolandgioielli26qidPpP-korb-eichel.wernigerode@vedes.de.html
non-phishing,www.bakgrunder.se/sendcard/
phishing,portableltes.firebaseapp.com/wp-content/goat/capitalone2018/login.php
non-phishing,home.neopets.com/templates/homepage.phtml?pet_name=Klikle
non-phishing,mmerlinn.tripod.com/f/tsc.htm
non-phishing,www.angelfire.com/biz/dirmax/orion.html
non-phishing,www.zen46275.zen.co.uk/mayfieldmedia
non-phishing,www.educationworld.com/awards/
non-phishing,users.skynet.be/michel.francois/
phishing,alerts-payee-new.com/login/
non-phishing,www.walther-praezision.de/english/index.html
phishing,paypal.co.uk.bkhk.icu/
non-phishing,slashdot.org/features/01/10/29/1723228.shtml
phishing,umconnectumt-my.sharepoint.com/personal/es127759_umconnect_umt_edu/_layouts/15/WopiFrame.aspx?guestaccesstoken=InaU9tSjk5bVAoypX/gfKVGo0iz4rQ47kvTs4tkB8YQ=&docid=1_19c7a48ea3a0448c78765a480857920f0&wdFormId={D8F70A7D-4204-4A87-A88E-BAD6B0E4129E}&action=formsubmit
phishing,watchoutech.com.ng/john/dbropbox/login/login/
non-phishing,tools.ietf.org/html/rfc2828
phishing,7lmpus.000webhostapp.com/help-support.html
non-phishing,www.angelfire.com/celeb/sofuscans/
phishing,c5lws.app.link/ACuKtM5Sbbb?platform=hootsuite
phishing,authuxeehmutconjxmailssocl.web.app/?srvr=aaaa@example.jp
non-phishing,www.weinmanntours.ch/current/index.html
non-phishing,www.pipeline.com/~thatval/resume.html
non-phishing,home.earthlink.net/~hestech/
non-phishing,www.toonboom.com/products/toonBoomStudio/
phishing,20.63.81.229/Finance/tang/
